domain,keyword,title,url,source_domain,seendate,language,country,date_parsed,dup_count
soil carbon requestration,soil carbon storage,Sustainable bioenergy from native prairies on abandoned agricultural lands,https://phys.org/news/2019-01-sustainable-bioenergy-native-prairies-abandoned.html,phys.org,20190129T140000Z,English,United States,2019-01-29 14:00:00,2
soil carbon requestration,soil carbon storage,University of Minnesota researchers find prairies could provide high GHG savings as bioenergy feedstock : Biofuels Digest,http://www.biofuelsdigest.com/bdigest/2019/01/29/university-of-minnesota-researchers-find-prairies-could-provide-high-ghg-savings-as-bioenergy-feedstock/,biofuelsdigest.com,20190129T234500Z,English,United States,2019-01-29 23:45:00,1
soil carbon requestration,soil carbon storage,Science : Sustainable bioenergy from native prairies on deserted agricultural lands [ Report ],http://infosurhoy.com/cocoon/saii/xhtml/en_GB/science/science-sustainable-bioenergy-from-native-prairies-on-deserted-agricultural-lands-report/,infosurhoy.com,20190130T220000Z,English,United States,2019-01-30 22:00:00,1
soil carbon requestration,carbon farming,"One day , perennial grains could be a key weapon against climate change - Food and Dining - The Register - Guard",https://www.registerguard.com/foodanddining/20190131/one-day-perennial-grains-could-be-key-weapon-against-climate-change,registerguard.com,20190201T024500Z,English,United States,2019-02-01 02:45:00,1
soil carbon requestration,carbon farming,"Farmers can heal environment , prosper with  Green New Deal",https://www.kansascity.com/opinion/readers-opinion/guest-commentary/article225404310.html,kansascity.com,20190201T221500Z,English,United States,2019-02-01 22:15:00,1
soil carbon requestration,soil carbon storage,Improving soil quality can slow global warming,https://news.berkeley.edu/2018/08/29/improving-soil-quality-can-slow-global-warming/,news.berkeley.edu,20190202T053000Z,English,United States,2019-02-02 05:30:00,1
soil carbon requestration,carbon farming,"Farmers can heal environment , prosper with  Green New Deal  | McClatchy Washington Bureau",https://www.mcclatchydc.com/opinion/article225515180.html,mcclatchydc.com,20190204T224500Z,English,United States,2019-02-04 22:45:00,1
soil carbon requestration,carbon farming,"WEBINAR : Sequestering Carbon in Agricultural Soils : What Works ? February 12 , 2019 – Advanced BioFuels united states",https://advancedbiofuelsusa.info/webinar-sequestering-carbon-in-agricultural-soils-what-works-february-12-2019/,advancedbiofuelsusa.info,20190205T034500Z,English,United States,2019-02-05 03:45:00,1
soil carbon requestration,carbon farming,More Iowa Farmers Adapting to Climate Change,https://www.publicnewsservice.org/2019-02-05/sustainable-agriculture/more-iowa-farmers-adapting-to-climate-change/a65429-1,publicnewsservice.org,20190205T083000Z,English,United States,2019-02-05 08:30:00,2
soil carbon requestration,carbon farming,Valley News - Can perennial grains solve the carbon - storage problem ?,https://www.vnews.com/One-day-perennial-grains-could-be-a-key-weapon-against-climate-change-23031389,vnews.com,20190206T033000Z,English,United States,2019-02-06 03:30:00,1
soil carbon requestration,soil carbon storage,Wisconsin Ag Connection - Minnesota News - Sustainable Bioenergy from Native Prairie on Abandoned Ag Land,http://www.wisconsinagconnection.com/story-regional.php?tble=MN2019&ID=141,wisconsinagconnection.com,20190206T143000Z,English,United States,2019-02-06 14:30:00,1
soil carbon requestration,carbon farming,Climate Change Being Adapted to By Area Farmers,https://kiow.com/2019/02/07/climate-change-being-adpted-to-by-area-farmers/,kiow.com,20190207T093000Z,English,United States,2019-02-07 09:30:00,2
soil carbon requestration,carbon farming,"Pioneering Straus Family Creamery Celebrates 25 Years of Commitment to the Planet , Farmers , and Food",https://globenewswire.com/news-release/2019/02/07/1712233/0/en/Pioneering-Straus-Family-Creamery-Celebrates-25-Years-of-Commitment-to-the-Planet-Farmers-and-Food.html,globenewswire.com,20190207T143000Z,English,United States,2019-02-07 14:30:00,2
soil carbon requestration,soil carbon storage,"Here the full text of Congres Green New Deal resolution , introduced by Rep . Alexandra Ocasio Cortez",http://redgreenandblue.org/2019/02/07/heres-full-text-congress-green-new-deal-resolution-introduced-rep-alexandra-ocasio-cortez/,redgreenandblue.org,20190207T160000Z,English,United States,2019-02-07 16:00:00,2
soil carbon requestration,soil carbon storage,The Green New Deal has been released . Here are four key tech takeaways,https://www.technologyreview.com/s/612911/the-green-new-deal-has-been-released-here-are-four-key-tech-takeaways/,technologyreview.com,20190207T191500Z,English,United States,2019-02-07 19:15:00,1
soil carbon requestration,soil carbon storage,Think big -- at least when it comes to global conservation,https://www.eurekalert.org/pub_releases/2019-02/uobc-tbl020719.php,eurekalert.org,20190208T150000Z,English,United States,2019-02-08 15:00:00,2
soil carbon requestration,carbon farming,What Is the Green New Deal ?,https://www.eater.com/2019/2/8/18217027/green-new-deal-aoc-climate-change-agriculture,eater.com,20190208T180000Z,English,United States,2019-02-08 18:00:00,1
soil carbon requestration,soil carbon storage,"Think big , at least when it comes to global conservation : Canada and Russia have the most to lose or gain , say researchers",https://www.sciencedaily.com/releases/2019/02/190208094317.htm,sciencedaily.com,20190208T183000Z,English,United States,2019-02-08 18:30:00,1
soil carbon requestration,soil carbon storage,"Green New Deal , Pink Unicorns , Leprechauns , and Pipe Dreams",https://victorygirlsblog.com/green-new-deal-pink-unicorns-leprechauns-and-pipe-dreams/,victorygirlsblog.com,20190209T164500Z,English,United States,2019-02-09 16:45:00,1
soil carbon requestration,soil carbon storage,"Green New Deal : Details , framework and growing support",http://beniciaindependent.com/green-new-deal-details-framework-and-growing-support/,beniciaindependent.com,20190209T231500Z,English,United States,2019-02-09 23:15:00,1
soil carbon requestration,soil carbon storage,Text - H . Res . 109 - 116th Congress ( 2019 - 2020 ): Recognizing the duty of the Federal Government to create a Green New Deal .,https://www.congress.gov/bill/116th-congress/house-resolution/109/text,congress.gov,20190210T020000Z,English,United States,2019-02-10 02:00:00,1
soil carbon requestration,soil carbon storage,"Green New Deal , the actual text of H . Res . 109",https://timpanogos.wordpress.com/2019/02/11/green-new-deal-the-actual-text-of-h-res-109/,timpanogos.wordpress.com,20190211T091500Z,English,United States,2019-02-11 09:15:00,1
soil carbon requestration,soil carbon storage,The Proposed House Green New Deal Resolution | Pillsbury - Gravel2Gavel Construction & Real Estate Law,https://www.jdsupra.com/legalnews/the-proposed-house-green-new-deal-34804/,jdsupra.com,20190211T141500Z,English,United States,2019-02-11 14:15:00,1
soil carbon requestration,soil carbon storage,Domestic Policies of Large Nations Can Influence the Global Supply of Ecosystem Values,https://www.azocleantech.com/news.aspx?newsID=26040,azocleantech.com,20190211T143000Z,English,United States,2019-02-11 14:30:00,1
soil carbon requestration,carbon farming,Green New Deal Technology | Alternative Energy Technologies,https://www.popularmechanics.com/technology/infrastructure/g26255579/green-new-deal-technology-alternative-energy/,popularmechanics.com,20190211T214500Z,English,United States,2019-02-11 21:45:00,1
soil carbon requestration,carbon farming,Farmers Adapting to Climate Change,http://www.aginfo.net/index.cfm/report/id/Farm-and-Ranch-Report-42050,aginfo.net,20190212T071500Z,English,United States,2019-02-12 07:15:00,1
soil carbon requestration,carbon farming,Seattle - based start - up Nori plans to create new carbon market,https://www.farmprogress.com/crops/seattle-based-start-nori-plans-create-new-carbon-market,farmprogress.com,20190212T094500Z,English,United States,2019-02-12 09:45:00,1
soil carbon requestration,soil carbon storage,Metabotyping as a Stopover in Genome - to - Phenome Mapping,https://www.nature.com/articles/s41598-019-38483-0,nature.com,20190212T110000Z,English,United States,2019-02-12 11:00:00,1
soil carbon requestration,soil carbon storage,"A Bipartisan Public Lands Bill , For the People By the People",https://progressive.org/dispatches/bipartisan-public-lands-bill-for-the-people-by-the-people-ingram-19213/,progressive.org,20190213T180000Z,English,United States,2019-02-13 18:00:00,1
soil carbon requestration,soil carbon storage,Here what the Green New Deal actually says,https://ktvq.com/cnn-us-politics/2019/02/14/heres-what-the-green-new-deal-actually-says/,ktvq.com,20190214T114500Z,English,United States,2019-02-14 11:45:00,5
soil carbon requestration,soil carbon storage,Here what the Green New Deal actually says :: WRAL . com,https://www.wral.com/here-s-what-the-green-new-deal-actually-says/18191594/,wral.com,20190214T114500Z,English,United States,2019-02-14 11:45:00,1
soil carbon requestration,carbon farming,"At 25 years , Straus dairy still pioneering",https://www.ptreyeslight.com/article/25-years-straus-dairy-still-pioneering,ptreyeslight.com,20190214T183000Z,English,United States,2019-02-14 18:30:00,1
soil carbon requestration,carbon farming,The Green New Deal could help farmers help the planet,https://www.popsci.com/farmers-green-new-deal,popsci.com,20190215T004500Z,English,United States,2019-02-15 00:45:00,1
soil carbon requestration,soil carbon storage,Green New Deal Would Destroy American Ranchers and Dictate America Diet,https://www.tsln.com/news/green-new-deal-would-destroy-american-ranchers-and-dictate-americas-diet/,tsln.com,20190215T063000Z,English,United States,2019-02-15 06:30:00,1
soil carbon requestration,soil carbon storage,U . S . Senate passes bill extending funds for Carrie Furnaces and other Pittsburgh heritage areas,https://www.pghcitypaper.com/pittsburgh/us-senate-passes-bill-extending-funds-for-carrie-furnaces-and-other-pittsburgh-heritage-areas/Content?oid=13670192,pghcitypaper.com,20190216T153000Z,English,United States,2019-02-16 15:30:00,1
soil carbon requestration,carbon farming,"Farmers , foresters push for carbon neutral",https://au.news.yahoo.com/farmers-foresters-push-carbon-neutral-014152460--spt.html,au.news.yahoo.com,20190220T034500Z,English,United States,2019-02-20 03:45:00,1
soil carbon requestration,soil carbon storage,"Green new deal would destroy American ranchers , dictate America diet | Livestock",https://www.agupdate.com/todaysproducer/midwestmessenger/news/livestock/green-new-deal-would-destroy-american-ranchers-dictate-america-s/article_7e209c30-360f-11e9-9c52-9ff5e10469a7.html,agupdate.com,20190221T214500Z,English,United States,2019-02-21 21:45:00,1
soil carbon requestration,carbon farming,Could these crops help save us from climate change ?,https://www.pressherald.com/2019/02/24/could-these-crops-help-save-us-amid-climate-change/,pressherald.com,20190224T094500Z,English,United States,2019-02-24 09:45:00,1
soil carbon requestration,soil carbon storage,CLIMATE : 5 things to know about the  Green New Deal,https://www.eenews.net/stories/1060122283,eenews.net,20190225T163000Z,English,United States,2019-02-25 16:30:00,1
soil carbon requestration,carbon farming,"One day , perennial grains could be a key weapon against climate change",https://www.sentinelsource.com/news/environment/one-day-perennial-grains-could-be-a-key-weapon-against/article_a37f262f-3408-56e7-b1c3-26064dc4e73f.html,sentinelsource.com,20190225T174500Z,English,United States,2019-02-25 17:45:00,1
soil carbon requestration,carbon farming,Carbon farming : How agriculture can both feed people and fight climate change,https://phys.org/news/2019-02-carbon-farming-agriculture-people-climate.html,phys.org,20190226T153000Z,English,United States,2019-02-26 15:30:00,1
soil carbon requestration,carbon farming,Why These Chefs Want More Restaurants To Become Carbon Neutral,https://www.forbes.com/sites/eshachhabra/2019/02/27/why-these-chefs-want-more-restaurants-to-become-carbon-neutral/,forbes.com,20190227T214500Z,English,United States,2019-02-27 21:45:00,1
soil carbon requestration,soil carbon storage,"Labor Unions Are Skeptical of the Green New Deal , and They Want Activists to Hear Them Out",https://theintercept.com/2019/02/28/green-new-deal-labor-unions/,theintercept.com,20190228T193000Z,English,United States,2019-02-28 19:30:00,1
soil carbon requestration,soil carbon storage,Climate - Driven Evolution in Trees Alters Their Ecosystems,https://news.utk.edu/2019/03/05/climate-driven-evolution-in-trees-alters-their-ecosystems/,news.utk.edu,20190305T180000Z,English,United States,2019-03-05 18:00:00,4
soil carbon requestration,soil carbon storage,"New market planned to pay farmers for soil carbon , water quality | Food and Environment Reporting Network",https://thefern.org/ag_insider/new-market-planned-to-pay-farmers-for-soil-carbon-water-quality/,thefern.org,20190306T131500Z,English,United States,2019-03-06 13:15:00,1
soil carbon requestration,soil carbon storage,"New Market Planned to Pay Farmers for Soil Carbon , Water Quality",https://www.agriculture.com/news/business/new-market-planned-to-pay-farmers-for-soil-carbon-water-quality,agriculture.com,20190306T201500Z,English,United States,2019-03-06 20:15:00,1
soil carbon requestration,soil carbon storage,Three Legal Visions of a  Green New Deal,https://www.yahoo.com/news/three-legal-visions-green-deal-024531219.html,yahoo.com,20190307T014500Z,English,United States,2019-03-07 01:45:00,2
soil carbon requestration,soil carbon storage,"Restoring soil biodiversity : Researchers find that letting the land rest between seasons increases microorganism activity , increases carbon uptake into the soil",https://www.naturalnews.com/2019-03-08-restoring-soil-biodiversity-letting-the-land-rest-between-seasons.html,naturalnews.com,20190308T200000Z,English,United States,2019-03-08 20:00:00,1
soil carbon requestration,soil carbon storage,What in the Green New Deal ? | Climate Denial Crock of the Week,https://climatecrocks.com/2019/03/13/whats-in-the-green-new-deal/,climatecrocks.com,20190313T193000Z,English,United States,2019-03-13 19:30:00,1
soil carbon requestration,soil carbon storage,Opinion : Cows are not the enemy,https://www.oregonlive.com/opinion/2019/03/opinion-cows-are-not-the-enemy.html,oregonlive.com,20190313T221500Z,English,United States,2019-03-13 22:15:00,1
soil carbon requestration,soil carbon storage,The Grass is Greener,http://dailynexus.com/2019-03-14/the-grass-is-greener/,dailynexus.com,20190314T183000Z,English,United States,2019-03-14 18:30:00,1
soil carbon requestration,soil carbon storage,Holistic Management can reverse Climate Change,https://skepticalscience.com/holistic_management_climate_change-basic.htm,skepticalscience.com,20190318T021500Z,English,United States,2019-03-18 02:15:00,2
soil carbon requestration,soil carbon storage,New rebuttal to the myth  Holistic Management can reverse Climate Change,https://skepticalscience.com/holistic-management-rebuttal.html,skepticalscience.com,20190318T021500Z,English,United States,2019-03-18 02:15:00,1
soil carbon requestration,soil carbon storage,Three Legal Visions Of A  Green New Deal  - Energy and Natural Resources,http://mondaq.com/unitedstates/x/789570/Renewables/Three+Legal+Visions+Of+A+Green+New+Deal,mondaq.com,20190318T073000Z,English,United States,2019-03-18 07:30:00,2
soil carbon requestration,soil carbon storage,"Land Use , Markets , and the Green New Deal : a Conversation With Rhiana Gunn - Wright",http://www.ecosystemmarketplace.com/articles/land-use-markets-green-new-deal/,ecosystemmarketplace.com,20190318T233000Z,English,United States,2019-03-18 23:30:00,1
soil carbon requestration,soil carbon storage,Climate - Driven Evolution in Trees Alters Their Ecosystems - Science and Technology Research News,https://www.scienceandtechnologyresearchnews.com/climate-driven-evolution-in-trees-alters-their-ecosystems/,scienceandtechnologyresearchnews.com,20190327T134500Z,English,United States,2019-03-27 13:45:00,1
soil carbon requestration,soil carbon storage,Green New Deal Mythbusting - Defending cows - Natural Resource Report,http://naturalresourcereport.com/2019/03/green-new-deal-mythbusting-defending-cows/,naturalresourcereport.com,20190327T141500Z,English,United States,2019-03-27 14:15:00,1
soil carbon requestration,soil carbon storage,AROUND ANASTASIA ISLAND : Bring on the beach music ! - News - The St . Augustine Record,https://www.staugustine.com/news/20190331/around-anastasia-island-bring-on-beach-music,staugustine.com,20190401T030000Z,English,United States,2019-04-01 03:00:00,1
soil carbon requestration,carbon farming,Climate Friendly Farming Is Taking Root in New York |  Global Possibilities,https://globalpossibilities.org/climate-friendly-farming-is-taking-root-in-new-york/,globalpossibilities.org,20190501T011500Z,English,United States,2019-05-01 01:15:00,1
soil carbon requestration,carbon farming,CA unveils restaurant surcharge to fight climate change,https://www.mercedsunstar.com/news/state/california/article229871664.html,mercedsunstar.com,20190501T021500Z,English,United States,2019-05-01 02:15:00,1
soil carbon requestration,carbon farming,State awards grants to local land trusts | Hudson Valley 360,https://www.hudsonvalley360.com/article/state-awards-grants-local-land-trusts,hudsonvalley360.com,20190501T050000Z,English,United States,2019-05-01 05:00:00,1
soil carbon requestration,carbon farming,How We Can Dim the Sun to Survive Climate Change,https://news.yahoo.com/dim-sun-survive-climate-change-091143086.html,news.yahoo.com,20190501T094500Z,English,United States,2019-05-01 09:45:00,3
soil carbon requestration,carbon farming,Up in the Air - Carbon Capture | BOSS Magazine,https://thebossmagazine.com/carbon-capture/,thebossmagazine.com,20190501T173000Z,English,United States,2019-05-01 17:30:00,1
soil carbon requestration,carbon farming,Climate change tax for dining out ? California restaurants add 1 % fee to the bill,https://news.yahoo.com/climate-change-tax-dining-california-181548319.html,news.yahoo.com,20190501T184500Z,English,United States,2019-05-01 18:45:00,1
soil carbon requestration,carbon farming,Climate change tax : California restaurants add fee to diner bills,https://www.usatoday.com/story/news/2019/05/01/climate-change-tax-california-restaurants-add-fee-diners-bills/3632478002/,usatoday.com,20190501T190000Z,English,United States,2019-05-01 19:00:00,4
soil carbon requestration,carbon farming,INT : California restaurants add climate change tax,http://www.inlandnewstoday.com/story.php?s=54626,inlandnewstoday.com,20190501T233000Z,English,United States,2019-05-01 23:30:00,2
soil carbon requestration,carbon farming,How We Can Dim the Sun to Survive Climate Change |  Global Possibilities,https://globalpossibilities.org/how-we-can-dim-the-sun-to-survive-climate-change/,globalpossibilities.org,20190502T013000Z,English,United States,2019-05-02 01:30:00,1
soil carbon requestration,carbon farming,The case for carbon farming in California,https://www.hcn.org/articles/climate-change-the-case-for-carbon-farming-in-california,hcn.org,20190502T104500Z,English,United States,2019-05-02 10:45:00,2
soil carbon requestration,carbon farming,California wants to help fight climate change by charging diners more,https://news.yahoo.com/california-wants-help-fight-climate-204318440.html,news.yahoo.com,20190502T211500Z,English,United States,2019-05-02 21:15:00,1
soil carbon requestration,carbon farming,– California Agencies Partner to Advance Carbon Farming,http://ens-newswire.com/2019/05/05/california-agencies-partner-to-advance-carbon-farming/,ens-newswire.com,20190506T063000Z,English,United States,2019-05-06 06:30:00,1
soil carbon requestration,carbon farming,How Carbon Farming Can Help Stop Climate Change in Its Tracks,https://www.thenation.com/article/agriculture-carbon-farming-ranching-soil/,thenation.com,20190506T104500Z,English,United States,2019-05-06 10:45:00,1
soil carbon requestration,carbon farming,Environment and Planning 5 Minute Fix 03,https://www.lexology.com/library/detail.aspx?g=d21b6b13-cedf-4f2d-8867-efbe077b843b,lexology.com,20190506T121500Z,English,United States,2019-05-06 12:15:00,1
soil carbon requestration,carbon farming,1 million species face extinction soil could be a solution,https://thehill.com/opinion/energy-environment/442303-1-million-species-face-extinction-soil-could-be-a-solution,thehill.com,20190506T193000Z,English,United States,2019-05-06 19:30:00,1
soil carbon requestration,carbon farming,INTERVIEW - Can you both feed the world and save the planet ?,http://news.trust.org/item/20190506235456-cfdhn,news.trust.org,20190507T003000Z,English,United States,2019-05-07 00:30:00,1
soil carbon requestration,carbon farming,RPT - INTERVIEW - Can you both feed the world and save the planet ?,https://news.yahoo.com/rpt-interview-both-feed-world-081622117.html,news.yahoo.com,20190507T084500Z,English,United States,2019-05-07 08:45:00,1
soil carbon requestration,carbon farming,CLIMATE : Grain aims to take bite out of cropland emissions,https://www.eenews.net/stories/1060290955,eenews.net,20190507T200000Z,English,United States,2019-05-07 20:00:00,1
soil carbon requestration,carbon farming,2 : 00PM Water Cooler 5 / 7 / 2019 | naked capitalism,https://www.nakedcapitalism.com/2019/05/200pm-water-cooler-5-6-2019-2.html,nakedcapitalism.com,20190507T203000Z,English,United States,2019-05-07 20:30:00,1
soil carbon requestration,carbon farming,Beto ORourke unveils new climate change proposals focused on Iowans,https://www.desmoinesregister.com/story/news/elections/presidential/caucus/2019/05/08/texas-beto-orourke-climate-change-iowa-caucus-ia-farm-flooding-donation-2020-presidential-candidate/1145084001/,desmoinesregister.com,20190508T230000Z,English,United States,2019-05-08 23:00:00,2
soil carbon requestration,carbon farming,A Green New Deal Must Prioritize Regenerative Agriculture,https://truthout.org/articles/a-green-new-deal-must-prioritize-regenerative-agriculture/,truthout.org,20190509T153000Z,English,United States,2019-05-09 15:30:00,1
soil carbon requestration,carbon farming,Carry - over credits and carbon offsets are hot topics this election – but what do they actually mean ?,https://phys.org/news/2019-05-carry-over-credits-carbon-offsets-hot.html,phys.org,20190510T140000Z,English,United States,2019-05-10 14:00:00,1
soil carbon requestration,carbon farming,Can You Both Feed the World and Save the Planet ?,http://www.justmeans.com/article/can-you-both-feed-the-world-and-save-the-planet,justmeans.com,20190510T184500Z,English,United States,2019-05-10 18:45:00,1
soil carbon requestration,carbon farming,Climate - friendly farming is taking root in New York,https://www.salon.com/2019/05/10/the-next-regeneration_partner/,salon.com,20190511T004500Z,English,United States,2019-05-11 00:45:00,2
soil carbon requestration,carbon farming,John Wick & Calla Rose Ostrander : Carbon Farming,https://www.awaken.com/2019/05/john-wick-calla-rose-ostrander-carbon-farming/,awaken.com,20190512T051500Z,English,United States,2019-05-12 05:15:00,1
soil carbon requestration,carbon farming,California is making a weak effort to turn agriculture into a climate change fix,https://www.latimes.com/opinion/op-ed/la-oe-leslie-regenerative-farming-california-20190513-story.html,latimes.com,20190513T104500Z,English,United States,2019-05-13 10:45:00,1
soil carbon requestration,carbon farming,How soil carbon can help tackle climate change,https://phys.org/news/2019-05-soil-carbon-tackle-climate.html,phys.org,20190513T113000Z,English,United States,2019-05-13 11:30:00,1
soil carbon requestration,carbon farming,"Carbon Farming Could Sequester Billions of Tonnes of CO2 , with U . S . Pilot Project as One First Step",https://www.energycentral.com/c/ec/carbon-farming-could-sequester-billions-tonnes-co2-us-pilot-project-one-first,energycentral.com,20190513T223000Z,English,United States,2019-05-13 22:30:00,1
soil carbon requestration,carbon farming,Why agricultural groups fiercely oppose the carbon tax,https://www.bignewsnetwork.com/news/261030403/why-agricultural-groups-fiercely-oppose-the-carbon-tax,bignewsnetwork.com,20190514T054500Z,English,United States,2019-05-14 05:45:00,1
soil carbon requestration,carbon farming,"California restaurants add carbon emission surcharge | A Green Living Blog - Go Green , Green Home , Green Energy",http://agreenliving.org/california-restaurants-add-carbon-emission-surcharge/,agreenliving.org,20190514T221500Z,English,United States,2019-05-14 22:15:00,1
soil carbon requestration,carbon farming,Jacques Leslie : California is making a weak effort to turn agriculture into a climate change fix,https://santamariatimes.com/opinion/columnists/jacques-leslie-california-is-making-a-weak-effort-to-turn/article_3bc1d59b-a067-5e4d-ae62-bf0d814c0364.html,santamariatimes.com,20190516T130000Z,English,United States,2019-05-16 13:00:00,2
soil carbon requestration,carbon farming,The Soil Solution to Climate Change,https://climatecrocks.com/2019/05/16/the-soil-solution-to-climate-change-2/,climatecrocks.com,20190516T190000Z,English,United States,2019-05-16 19:00:00,1
soil carbon requestration,carbon farming,Commentary : California makes weak effort to turn ag into climate change fix,https://www.dailyrepublic.com/all-dr-news/opinion/state-national-columnists/commentary-california-makes-weak-effort-to-turn-ag-into-climate-change-fix/,dailyrepublic.com,20190517T140000Z,English,United States,2019-05-17 14:00:00,1
soil carbon requestration,carbon farming,A New Way to Slash CO2 Emissions,https://www.truthdig.com/articles/a-new-way-to-slash-co2-emissions/,truthdig.com,20190519T214500Z,English,United States,2019-05-19 21:45:00,1
soil carbon requestration,carbon farming,How some Ohio farmers are trying to cut their carbon footprint - News - The Columbus Dispatch,https://www.dispatch.com/news/20190520/how-some-ohio-farmers-are-trying-to-cut-their-carbon-footprint,dispatch.com,20190520T110000Z,English,United States,2019-05-20 11:00:00,1
soil carbon requestration,carbon farming,Can agricultural production and environmental conservation be combined ? Experience in Brazil Cerrado shows that it can,https://blogs.worldbank.org/latinamerica/can-agricultural-production-and-environmental-conservation-be-combined-experience,blogs.worldbank.org,20190520T204500Z,English,United States,2019-05-20 20:45:00,2
soil carbon requestration,carbon farming,How Farmers and Ranchers Are Going to Save the Planet – Part 1,https://onpasture.com/2019/05/20/how-farmers-and-ranchers-are-going-to-save-the-planet-part-1/,onpasture.com,20190521T043000Z,English,United States,2019-05-21 04:30:00,1
soil carbon requestration,carbon farming,"Rewild a quarter of united kingdom to fight climate crisis , campaigners urge",http://www.msn.com/en-gb/news/uknews/rewild-a-quarter-of-uk-to-fight-climate-crisis-campaigners-urge/ar-AABFynX,msn.com,20190521T144500Z,English,United States,2019-05-21 14:45:00,1
soil carbon requestration,carbon farming,"Return a quarter of united kingdom to nature to fight climate change , say environmentalists",https://ktvq.com/cnn-europe-mideast-africa/2019/05/21/return-a-quarter-of-uk-to-nature-to-fight-climate-change-say-environmentalists/,ktvq.com,20190521T174500Z,English,United States,2019-05-21 17:45:00,1
soil carbon requestration,carbon farming,Beto ORourke : Our farmers are paying the price for our trade wars,https://www.cnn.com/2019/05/21/opinions/rural-america-trade-war-climate-change-beto-orourke/,cnn.com,20190521T233000Z,English,United States,2019-05-21 23:30:00,1
soil carbon requestration,carbon farming,Lampkin Foundation Calls for Volunteers for June 1 Tree Planting Event,https://www.pr.com/press-release/785721,pr.com,20190523T161500Z,English,United States,2019-05-23 16:15:00,1
soil carbon requestration,carbon farming,America Under Water : House Hears Call to Take Climate Action,https://www.courthousenews.com/america-under-water-house-hears-call-to-take-climate-action/,courthousenews.com,20190523T190000Z,English,United States,2019-05-23 19:00:00,1
soil carbon requestration,carbon farming,Local Farmer Testifies Before Congress on Climate Change,https://www.kniakrls.com/2019/05/24/local-farmer-testifies-before-congress-on-climate-change/,kniakrls.com,20190524T120000Z,English,United States,2019-05-24 12:00:00,2
soil carbon requestration,carbon farming,America farmers can fight climate change,http://www.baltimoresun.com/news/opinion/oped/bs-ed-op-0527-farmers-20190524-story.html,baltimoresun.com,20190524T154500Z,English,United States,2019-05-24 15:45:00,2
soil carbon requestration,carbon farming,"Coming soon to California restaurants : Carbon neutral meals , verified by regulators",https://www.spokesman.com/stories/2019/apr/24/coming-soon-to-california-restaurants-carbon-neutr/,spokesman.com,20190525T000000Z,English,United States,2019-05-25 00:00:00,1
soil carbon requestration,carbon farming,Letter : The case for prioritizing soil health,https://www.vaildaily.com/opinion/letter-the-case-for-prioritizing-soil-health/,vaildaily.com,20190527T214500Z,English,United States,2019-05-27 21:45:00,1
soil carbon requestration,carbon farming,How some Ohio farmers are trying to cut their carbon footprint - News - The Daily Jeffersonian,https://www.daily-jeff.com/news/20190527/how-some-ohio-farmers-are-trying-to-cut-their-carbon-footprint,daily-jeff.com,20190528T071500Z,English,United States,2019-05-28 07:15:00,1
soil carbon requestration,carbon farming,"Assault on America , Day 147 : What does Beto -- or any Democrat -- know about farming & trade ?",http://www.conservativehq.com/article/30329-assault-america-day-147-what-does-beto-or-any-democrat-know-about-farming-and-trade,conservativehq.com,20190529T113000Z,English,United States,2019-05-29 11:30:00,2
soil carbon requestration,carbon farming,Western Australia Makes History With National Park Expansions,https://www.pewtrusts.org/en/research-and-analysis/articles/2019/05/29/western-australia-makes-history-with-national-park-expansions,pewtrusts.org,20190529T220000Z,English,United States,2019-05-29 22:00:00,1
soil carbon requestration,carbon farming,Where the 2020 Presidential Candidates Stand on Food and Farming,https://civileats.com/2019/05/29/where-the-2020-presidential-candidates-stand-on-food-and-farming/,civileats.com,20190530T013000Z,English,United States,2019-05-30 01:30:00,1
soil carbon requestration,carbon farming,Carbon Farming Can Slash CO2 Emissions - The Good Men Project,https://goodmenproject.com/featured-content/carbon-farming-can-slash-co2-emissions/,goodmenproject.com,20190530T054500Z,English,United States,2019-05-30 05:45:00,1
soil carbon requestration,carbon farming,How New York State Is Growing Carbon Farming Initiatives,https://www.ediblemanhattan.com/foodshed-2/new-york-carbon-farming/,ediblemanhattan.com,20190530T203000Z,English,United States,2019-05-30 20:30:00,1
soil carbon requestration,carbon farming,Savory Sonoma by Stephanie Hiller,https://www.sonomacountygazette.com/sonoma-county-news/savory-sonoma-by-stephanie-hiller-may-2019-1,sonomacountygazette.com,20190531T093000Z,English,United States,2019-05-31 09:30:00,1
soil carbon requestration,soil carbon storage,Continental - scale soil carbon composition and vulnerability modulated by regional environmental controls,https://www.nature.com/articles/s41561-019-0373-z,nature.com,20190603T153000Z,English,United States,2019-06-03 15:30:00,1
soil carbon requestration,carbon farming,The Fuzzy Math of Carbon Capture – Advanced BioFuels united states,https://advancedbiofuelsusa.info/the-fuzzy-math-of-carbon-capture/,advancedbiofuelsusa.info,20190603T160000Z,English,United States,2019-06-03 16:00:00,1
soil carbon requestration,carbon farming,The Climate Solution Right Under Our Feet,https://www.awaken.com/2019/06/the-climate-solution-right-under-our-feet/,awaken.com,20190603T180000Z,English,United States,2019-06-03 18:00:00,1
soil carbon requestration,soil carbon storage,Research finds soil carbon key to combating climate change,https://phys.org/news/2019-06-soil-carbon-key-combating-climate.html,phys.org,20190604T134500Z,English,United States,2019-06-04 13:45:00,1
